Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Villa Urquiza,-34.5732414,-58.49147850000001,Carrefour Express,-34.57109019459967,-58.48821759223938,Convenience Store
Villa Urquiza,-34.5732414,-58.49147850000001,Veterinaria Panda,-34.57168651230321,-58.489880561828606,Veterinarian
Villa Urquiza,-34.5732414,-58.49147850000001,Plaza Esteban Echeverría,-34.57199129525563,-58.48927974700927,Plaza
Villa Urquiza,-34.5732414,-58.49147850000001,Piacere Urquiza,-34.573009,-58.486118,Restaurant
Villa Urquiza,-34.5732414,-58.49147850000001,Listino,-34.572638403182104,-58.49125385284423,Café
Villa Urquiza,-34.5732414,-58.49147850000001,Primera Parada,-34.570586634097126,-58.48786354064941,Pizza Place
Villa Urquiza,-34.5732414,-58.49147850000001,La Herencia de Juan,-34.57135964238795,-58.48728418350219,Argentinian Restaurant
Villa Urquiza,-34.5732414,-58.49147850000001,La Nueva Esperanza,-34.576079,-58.488204,Italian Restaurant
Villa Urquiza,-34.5732414,-58.49147850000001,Estación Gral. Urquiza  [Línea Mitre],-34.57443944837835,-58.48794360215715,Train Station
Villa Urquiza,-34.5732414,-58.49147850000001,Café de la U,-34.573440103286565,-58.48718494176864,Café
Villa Urquiza,-34.5732414,-58.49147850000001,Bonafide,-34.57504520736516,-58.48776515317865,Coffee Shop
Villa Urquiza,-34.5732414,-58.49147850000001,El Pindal,-34.57452227573959,-58.486436605453484,Pizza Place
Villa Urquiza,-34.5732414,-58.49147850000001,Estación Juan Manuel de Rosas [Línea B] (Estación Juan Manuel de Rosas - Villa Urquiza [Línea B]),-34.57399665087893,-58.486849665641785,Metro Station
Colegiales,-34.574515399999996,-58.4522819,On Tap,-34.574497,-58.454125,Brewery
Colegiales,-34.574515399999996,-58.4522819,La Fachada,-34.57431862550899,-58.45327395203505,Pizza Place
Colegiales,-34.574515399999996,-58.4522819,Club Social y Deportivo Colegiales,-34.57369894876787,-58.44862033931026,Basketball Court
Colegiales,-34.574515399999996,-58.4522819,Cervecería Charlone,-34.576699769777214,-58.449390427887096,Beer Bar
Colegiales,-34.574515399999996,-58.4522819,Loreto Garden Bar,-34.572200602492195,-58.453689148695666,Sandwich Place
Colegiales,-34.574515399999996,-58.4522819,Les Croquants,-34.577335507191734,-58.45638151793955,Pastry Shop
Colegiales,-34.574515399999996,-58.4522819,Treintasillas,-34.57624912261863,-58.450264,South American Restaurant
Colegiales,-34.574515399999996,-58.4522819,Buena Birra Social Club,-34.572191,-58.455598,Brewery
Colegiales,-34.574515399999996,-58.4522819,La Tornería de Camila Restó,-34.574794,-58.453935,Restaurant
Colegiales,-34.574515399999996,-58.4522819,La Esquina del Virrey,-34.57604075514283,-58.45659320580733,Argentinian Restaurant
Colegiales,-34.574515399999996,-58.4522819,Quesos y Fiambres Rubén,-34.576655660172925,-58.45509767532349,Cheese Shop
Colegiales,-34.574515399999996,-58.4522819,FM Blue 100.7,-34.57596883780658,-58.45177390831616,Radio Station
Colegiales,-34.574515399999996,-58.4522819,Pizzería San Antonio,-34.578182147791466,-58.449581883152064,Pizza Place
Colegiales,-34.574515399999996,-58.4522819,Pizza Petaca's,-34.5724693856412,-58.45517007176831,Pizza Place
Colegiales,-34.574515399999996,-58.4522819,Joaco,-34.57300668649153,-58.45687911259598,Argentinian Restaurant
Colegiales,-34.574515399999996,-58.4522819,Cafe Martinez,-34.574739,-58.447777,Coffee Shop
Colegiales,-34.574515399999996,-58.4522819,La Parrilla de Rolo,-34.573762106283105,-58.44696655869484,BBQ Joint
Colegiales,-34.574515399999996,-58.4522819,Bar Conde,-34.57794480640595,-58.44945571552772,Café
Colegiales,-34.574515399999996,-58.4522819,Havanna,-34.57741110665929,-58.450611474576796,Café
Colegiales,-34.574515399999996,-58.4522819,Taco box,-34.57395795641341,-58.45516675227958,Mexican Restaurant
Colegiales,-34.574515399999996,-58.4522819,El Cocilón del Clú,-34.571586936850714,-58.45436758341468,Argentinian Restaurant
Colegiales,-34.574515399999996,-58.4522819,La Normanda,-34.57845585908527,-58.453731590273144,Gym
Colegiales,-34.574515399999996,-58.4522819,Mi Barrio Hamburguesería,-34.5759489550377,-58.451358675956726,Burger Joint
Colegiales,-34.574515399999996,-58.4522819,Ruda Bar,-34.572966833593355,-58.44850988683863,Beer Bar
Colegiales,-34.574515399999996,-58.4522819,Rotisería La castellana,-34.5776549943988,-58.449306820105285,Argentinian Restaurant
Colegiales,-34.574515399999996,-58.4522819,La Nueva Iris,-34.57772599687745,-58.44933638570434,Bakery
Colegiales,-34.574515399999996,-58.4522819,Estación Colegiales [Línea Mitre],-34.573051401171064,-58.44820976257324,Train Station
Colegiales,-34.574515399999996,-58.4522819,Vía Lacroze,-34.57359969375633,-58.447248041242034,Pizza Place
Colegiales,-34.574515399999996,-58.4522819,Club Colegiales,-34.57356847244835,-58.44853486306791,Sports Club
Colegiales,-34.574515399999996,-58.4522819,Strong Training,-34.57441071011887,-58.44752966763856,Gym
Colegiales,-34.574515399999996,-58.4522819,Parada 151,-34.57781672717238,-58.44967265734196,Bus Station
Colegiales,-34.574515399999996,-58.4522819,Carrefour Market,-34.577312141260336,-58.44915358021289,Supermarket
Balvanera,-34.609215500000005,-58.40313960000001,Havanna,-34.61015845830169,-58.4033579540119,Café
Balvanera,-34.609215500000005,-58.40313960000001,La Posta,-34.61069406254052,-58.398948311805725,Pizza Place
Balvanera,-34.609215500000005,-58.40313960000001,Keltia Ximnasio,-34.6087569126157,-58.40258197219298,Gym
Balvanera,-34.609215500000005,-58.40313960000001,La Perlita,-34.61121807196203,-58.40570930893684,BBQ Joint
Balvanera,-34.609215500000005,-58.40313960000001,Doña Clara,-34.60474050435104,-58.40293148421774,Arts & Crafts Store
Balvanera,-34.609215500000005,-58.40313960000001,McDonald's,-34.607316196494324,-58.40605148543026,Fast Food Restaurant
Balvanera,-34.609215500000005,-58.40313960000001,Esso Servicentro,-34.612205384626805,-58.405424622356115,Gas Station
Balvanera,-34.609215500000005,-58.40313960000001,Polideportivo Paula Montal,-34.60838873280959,-58.39806003618316,Gym / Fitness Center
Balvanera,-34.609215500000005,-58.40313960000001,Havanna,-34.608409873636475,-58.407039955667614,Café
Balvanera,-34.609215500000005,-58.40313960000001,Mostaza,-34.61249458222353,-58.39952835432309,Fast Food Restaurant
Balvanera,-34.609215500000005,-58.40313960000001,OnCELULAR,-34.610335097512355,-58.407646838725974,Electronics Store
Balvanera,-34.609215500000005,-58.40313960000001,La Perla Hotel,-34.610332869443994,-58.40598674131526,Hotel
Balvanera,-34.609215500000005,-58.40313960000001,Burger King,-34.6063266417507,-58.40594159571587,Fast Food Restaurant
Balvanera,-34.609215500000005,-58.40313960000001,Mishka S.A,-34.60995642456721,-58.40744118274652,Furniture / Home Store
Villa General Mitre,-34.6103098,-58.4693142,Gino,-34.6132989313608,-58.4716612760542,Pizza Place
Villa General Mitre,-34.6103098,-58.4693142,Cantina Chichilo,-34.606131940962314,-58.46813019553875,Italian Restaurant
Villa General Mitre,-34.6103098,-58.4693142,Tiempo,-34.611241449233034,-58.46795904249348,Café
Villa General Mitre,-34.6103098,-58.4693142,Jumbo,-34.6093356245798,-58.46691993312589,Supermarket
Villa General Mitre,-34.6103098,-58.4693142,Monumento a Pappo,-34.61096671167229,-58.46757990484803,Outdoor Sculpture
Villa General Mitre,-34.6103098,-58.4693142,Metrobus - Estación Boyacá,-34.611294511105754,-58.46775770187378,Bus Stop
Villa General Mitre,-34.6103098,-58.4693142,Av. Boyacá y Tres Arroyos,-34.61239164303908,-58.467041552066796,Intersection
Villa General Mitre,-34.6103098,-58.4693142,Bayres Tenis,-34.60749470893541,-58.46545887594822,Tennis Court
Villa General Mitre,-34.6103098,-58.4693142,Metrobus - Estación Artigas,-34.61402737356772,-58.472350348344015,Bus Stop
Parque Chas,-34.585511100000005,-58.4793049,Plaza El Trebol,-34.58284649341635,-58.48117186085737,Plaza
Parque Chas,-34.585511100000005,-58.4793049,Caffe Diverso,-34.58281974627994,-58.4763368472278,Café
Parque Chas,-34.585511100000005,-58.4793049,La Mirage,-34.585298853250556,-58.479517767335395,Pizza Place
Parque Chas,-34.585511100000005,-58.4793049,Carrefour Express,-34.586568487630736,-58.4813781548724,Grocery Store
Parque Chas,-34.585511100000005,-58.4793049,Plaza Andrés Chazarreta,-34.587382614657734,-58.48089502148669,Plaza
Parque Chas,-34.585511100000005,-58.4793049,"Parrilla ""Su Casa""",-34.58349000737695,-58.47712563454223,BBQ Joint
Parque Chas,-34.585511100000005,-58.4793049,Plaza Exodo Jujeño,-34.58265850292589,-58.481218498162335,Plaza
Parque Chas,-34.585511100000005,-58.4793049,Plaza Domingo Fidel Sarmiento,-34.58214333598645,-58.47781240121701,Plaza
Agronomía,-34.5915159,-58.4853851,Feria del Productor al Consumidor,-34.59398080307991,-58.483097695654145,Farmers Market
Agronomía,-34.5915159,-58.4853851,Social Parrilla,-34.58895477172205,-58.48467702121895,BBQ Joint
Agronomía,-34.5915159,-58.4853851,Corredor Aeróbico de Agronomía,-34.59287652851632,-58.483939719949575,Trail
Agronomía,-34.5915159,-58.4853851,Vivero Agronomía,-34.59169971951424,-58.48883801994407,Garden Center
Agronomía,-34.5915159,-58.4853851,Club Arquitectura,-34.58962969865709,-58.48492920398713,Athletics & Sports
Agronomía,-34.5915159,-58.4853851,Plaza Jamaica,-34.58891603783192,-58.48297119140625,Plaza
Agronomía,-34.5915159,-58.4853851,Parada Línea 80,-34.59204419756633,-58.48976714356203,Bus Stop
Agronomía,-34.5915159,-58.4853851,Túnel Gustavo Cerati,-34.59289152187118,-58.4903472661972,Tunnel
Villa Ortúzar,-34.581302,-58.4682453,L'épi Boulangerie,-34.581670633227546,-58.46702073311521,Bakery
Villa Ortúzar,-34.581302,-58.4682453,Cultura 59 CrossFit,-34.58336343781206,-58.47084875375025,Gym / Fitness Center
Villa Ortúzar,-34.581302,-58.4682453,MCL Records,-34.58321023004643,-58.46623327208936,Music Venue
Villa Ortúzar,-34.581302,-58.4682453,SportClub,-34.57871835921476,-58.46422309378905,Gym / Fitness Center
Villa Ortúzar,-34.581302,-58.4682453,Mole,-34.57825856860127,-58.47119887170521,Mexican Restaurant
Villa Ortúzar,-34.581302,-58.4682453,El Boliche de Nico,-34.57989225701056,-58.471953599898555,BBQ Joint
Villa Ortúzar,-34.581302,-58.4682453,VTV - Planta Donado,-34.584165,-58.470675,Auto Workshop
Villa Ortúzar,-34.581302,-58.4682453,Cervecería López,-34.57823276592213,-58.47132092712927,BBQ Joint
Villa Ortúzar,-34.581302,-58.4682453,Parrilla el sol,-34.584436995718825,-58.46630868778553,BBQ Joint
Villa Ortúzar,-34.581302,-58.4682453,Salas Inka,-34.5803794551705,-58.47255788332185,Rock Club
Villa Ortúzar,-34.581302,-58.4682453,Lo de Charly,-34.57827151825192,-58.470710292248235,BBQ Joint
Villa Ortúzar,-34.581302,-58.4682453,Domingo,-34.57852629066119,-58.4644889212181,Pizza Place
Villa Ortúzar,-34.581302,-58.4682453,Cantina Don Chicho,-34.57890285896654,-58.467211303642365,Italian Restaurant
Villa Ortúzar,-34.581302,-58.4682453,Jumbo,-34.5836139017596,-58.46557965709101,Supermarket
Villa Ortúzar,-34.581302,-58.4682453,Farmacity,-34.57880745652931,-58.46956375942972,Pharmacy
Villa Ortúzar,-34.581302,-58.4682453,Estación Tronador - Villa Ortúzar [Línea B],-34.58408011784393,-58.466362953186035,Metro Station
Villa Ortúzar,-34.581302,-58.4682453,aurelio,-34.57734379897258,-58.467105984556405,Coffee Shop
Barracas,-34.6452854,-58.387561899999994,Iriarte Verde,-34.64867819052626,-58.38683554447201,Farmers Market
Barracas,-34.6452854,-58.387561899999994,VTV - Planta Vélez Sarsfield,-34.64134,-58.389617,Auto Workshop
Barracas,-34.6452854,-58.387561899999994,Estación Buenos Aires [Línea Belgrano Sur],-34.64527296990888,-58.39268587334094,Train Station
Parque Avellaneda,-34.64948029999999,-58.476905200000004,Pista de Atletismo,-34.64671763772743,-58.47496773939623,Athletics & Sports
Parque Avellaneda,-34.64948029999999,-58.476905200000004,Peaje AU Perito Moreno,-34.648016927488634,-58.477298490949664,Toll Booth
Parque Avellaneda,-34.64948029999999,-58.476905200000004,Mar nevado,-34.64772,-58.474286,Ice Cream Shop
Parque Avellaneda,-34.64948029999999,-58.476905200000004,Harry Fest,-34.64943157414496,-58.4728823702911,Beer Garden
Parque Avellaneda,-34.64948029999999,-58.476905200000004,TresD Distr,-34.653337810504866,-58.478140472661316,Candy Store
Parque Chacabuco,-34.638368,-58.4387012,Havanna,-34.63476599685383,-58.43666821718216,Café
Parque Chacabuco,-34.638368,-58.4387012,Café Martínez,-34.634717003158094,-58.4360257598189,Café
Parque Chacabuco,-34.638368,-58.4387012,Popolo Pizza,-34.634927704526255,-58.43732542654701,Pizza Place
Parque Chacabuco,-34.638368,-58.4387012,Farmacity,-34.634659446847245,-58.43596686242108,Pharmacy
Parque Chacabuco,-34.638368,-58.4387012,Coto,-34.63584728861804,-58.44144534774233,Supermarket
Parque Chacabuco,-34.638368,-58.4387012,Heladeria Giuseppe,-34.63500875541149,-58.43754529953002,Ice Cream Shop
Parque Chacabuco,-34.638368,-58.4387012,Asamblea plaza,-34.635232181649904,-58.438875487363816,Bar
Parque Chacabuco,-34.638368,-58.4387012,Farmacity,-34.634792,-58.436172,Pharmacy
Parque Chacabuco,-34.638368,-58.4387012,Sports & Fitness Gym,-34.63565130279115,-58.44065648541442,Gym
Nueva Pompeya,-34.652629600000004,-58.4147098,Tropical,-34.65328864006559,-58.4161251783371,Pizza Place
Nueva Pompeya,-34.652629600000004,-58.4147098,La Continental,-34.65042807656981,-58.418728502741416,Pizza Place
Nueva Pompeya,-34.652629600000004,-58.4147098,McDonald's,-34.651169723558326,-58.416432434416286,Fast Food Restaurant
Nueva Pompeya,-34.652629600000004,-58.4147098,Plaza Nueva Pompeya,-34.65199126302098,-58.41613054275513,Plaza
Nueva Pompeya,-34.652629600000004,-58.4147098,Club Unidos de Pompeya,-34.65027904726798,-58.4166294336319,Sports Club
Nueva Pompeya,-34.652629600000004,-58.4147098,Coto,-34.654584743355095,-58.41850334726081,Grocery Store
Nueva Pompeya,-34.652629600000004,-58.4147098,Estación Sáenz [Línea Belgrano Sur],-34.64914931854055,-58.415701389312744,Train Station
Palermo,-34.580336200000005,-58.4245236,Megatlon,-34.579216022075016,-58.426122921907954,Gym
Palermo,-34.580336200000005,-58.4245236,Nicolo Helados,-34.58165227092275,-58.42673518629085,Ice Cream Shop
Palermo,-34.580336200000005,-58.4245236,La Carnicería,-34.582814153542515,-58.42377750836589,Argentinian Restaurant
Palermo,-34.580336200000005,-58.4245236,Harper,-34.579577,-58.426919,Juice Bar
Palermo,-34.580336200000005,-58.4245236,Distrito Arcos,-34.58049404445645,-58.42762138449295,Shopping Mall
Palermo,-34.580336200000005,-58.4245236,Vain Boutique Hotel Buenos Aires,-34.5836719486783,-58.4249804598752,Hotel
Palermo,-34.580336200000005,-58.4245236,Peru Deli,-34.5777047774664,-58.42439790145047,Seafood Restaurant
Palermo,-34.580336200000005,-58.4245236,Wherever,-34.57966241877026,-58.42474911595139,Pub
Palermo,-34.580336200000005,-58.4245236,Centro Cultural de la Ciencia,-34.58287886689658,-58.42901862452466,Science Museum
Palermo,-34.580336200000005,-58.4245236,Dazzler Polo,-34.576040931021204,-58.42411032981332,Hotel
Palermo,-34.580336200000005,-58.4245236,Sparring Center,-34.57880151040806,-58.42834229678392,Gym / Fitness Center
Palermo,-34.580336200000005,-58.4245236,Kentucky,-34.578661378278376,-58.42543034729992,Pizza Place
Palermo,-34.580336200000005,-58.4245236,La Juvenil,-34.577176797509985,-58.42392515037085,Deli / Bodega
Palermo,-34.580336200000005,-58.4245236,FoLa - Foto Galería Latinoamericana,-34.57924924264484,-58.42671526720899,Art Gallery
Palermo,-34.580336200000005,-58.4245236,Fabric Sushi,-34.58033099274054,-58.42974596364403,Sushi Restaurant
Palermo,-34.580336200000005,-58.4245236,Rey del Vino,-34.580817123148734,-58.42906872711589,Wine Bar
Palermo,-34.580336200000005,-58.4245236,Farmacity,-34.581332,-58.427874,Pharmacy
Palermo,-34.580336200000005,-58.4245236,Cangas del Narcea,-34.577228244748696,-58.424715687381486,Spanish Restaurant
Palermo,-34.580336200000005,-58.4245236,El Trapiche,-34.58018151264128,-58.4298540047524,Argentinian Restaurant
Palermo,-34.580336200000005,-58.4245236,Wendy’s,-34.57912805944893,-58.425670642838526,Fast Food Restaurant
Palermo,-34.580336200000005,-58.4245236,Veikko,-34.57674318526727,-58.42359731972146,Ice Cream Shop
Palermo,-34.580336200000005,-58.4245236,La Nueva Buenos Aires,-34.57752883788381,-58.42879082179546,Bakery
Palermo,-34.580336200000005,-58.4245236,Adidas,-34.57922569306389,-58.427080747034864,Sporting Goods Shop
Palermo,-34.580336200000005,-58.4245236,Freddo,-34.57899493668663,-58.42660197851257,Ice Cream Shop
Palermo,-34.580336200000005,-58.4245236,Kevingston,-34.58000801080767,-58.42715978622437,Clothing Store
Palermo,-34.580336200000005,-58.4245236,Starbucks,-34.5804725736282,-58.427625579113254,Coffee Shop
Palermo,-34.580336200000005,-58.4245236,La Ardilla - Hunting & Outdoor,-34.580374596944935,-58.42855453491211,Outdoor Supply Store
Palermo,-34.580336200000005,-58.4245236,La Niña de Oro,-34.57933569865057,-58.424445815263,Argentinian Restaurant
Palermo,-34.580336200000005,-58.4245236,Delicity,-34.57680167099864,-58.42354754747798,Bakery
Palermo,-34.580336200000005,-58.4245236,Rapsodia,-34.57983412548169,-58.42748761828533,Women's Store
Palermo,-34.580336200000005,-58.4245236,Estación 14 - Pacífico [Ecobici],-34.577919,-58.426325,Bike Rental / Bike Share
Palermo,-34.580336200000005,-58.4245236,Havanna,-34.57914321450773,-58.42663407325744,Café
Palermo,-34.580336200000005,-58.4245236,Zoja,-34.57759940366006,-58.4284231240619,Organic Grocery
Palermo,-34.580336200000005,-58.4245236,Lacoste Outlet,-34.579164,-58.426687,Clothing Store
Palermo,-34.580336200000005,-58.4245236,Carrefour Express,-34.57794538155721,-58.42426300048828,Grocery Store
Palermo,-34.580336200000005,-58.4245236,Yan Kie,-34.5803120680388,-58.429410522601366,Chinese Restaurant
Palermo,-34.580336200000005,-58.4245236,Patagonia Brewing Co.,-34.580697,-58.427422,Brewery
Palermo,-34.580336200000005,-58.4245236,Salón Pueyrredón,-34.578893070372686,-58.425028518817186,Nightclub
Palermo,-34.580336200000005,-58.4245236,Chungo,-34.57679700047901,-58.423748016357415,Ice Cream Shop
Palermo,-34.580336200000005,-58.4245236,Palermo Tower,-34.57949118364687,-58.428388476476954,Hotel
Palermo,-34.580336200000005,-58.4245236,Palermo Hotel,-34.5786437389136,-58.42512444115526,Motel
Palermo,-34.580336200000005,-58.4245236,Dia %,-34.578448897488364,-58.425410985946655,Grocery Store
Palermo,-34.580336200000005,-58.4245236,Breton,-34.577830684193536,-58.424531247860365,Pizza Place
Palermo,-34.580336200000005,-58.4245236,Urban Taco,-34.57912819332998,-58.426668659466664,Taco Place
Palermo,-34.580336200000005,-58.4245236,Havanna,-34.57675471945549,-58.42616111188567,Café
Palermo,-34.580336200000005,-58.4245236,Malakeh,-34.579267656816896,-58.42901179063316,Middle Eastern Restaurant
Palermo,-34.580336200000005,-58.4245236,Palermo Suites,-34.57881886727286,-58.42411104285953,Hotel
Palermo,-34.580336200000005,-58.4245236,Havanna,-34.57893681506158,-58.426573335337544,Café
Palermo,-34.580336200000005,-58.4245236,Av. Santa Fe y Av. Juan B. Justo,-34.57806242719927,-58.42664211988449,Intersection
Villa Riachuelo,-34.6912065,-58.47145,Plaza Sudamérica,-34.688389540487044,-58.47505331039428,Plaza
Villa Riachuelo,-34.6912065,-58.47145,La directa,-34.689456981825614,-58.473020195961,Pizza Place
Villa Riachuelo,-34.6912065,-58.47145,Clubhäus,-34.692019879088356,-58.46756562198355,Beer Garden
Villa Soldati,-34.6662898,-58.4459552,Sacachispas Fútbol Club,-34.66525160969467,-58.45068725210866,Soccer Stadium
Villa Soldati,-34.6662898,-58.4459552,Metrobus - Estación Mariano Acosta,-34.666438,-58.440611,Bus Stop
Villa Pueyrredón,-34.5794479,-58.504084899999995,Venecia,-34.57945812857022,-58.50134164094924,Ice Cream Shop
Villa Pueyrredón,-34.5794479,-58.504084899999995,Estación Pueyrredón [Línea Mitre],-34.58060971530441,-58.501645966110125,Train Station
Villa Pueyrredón,-34.5794479,-58.504084899999995,Plaza Leandro N. Alem,-34.576421564762335,-58.50333452224731,Plaza
Villa Pueyrredón,-34.5794479,-58.504084899999995,Plaza Carlos Gianantonio,-34.58111047577986,-58.501329724269894,Plaza
Villa Pueyrredón,-34.5794479,-58.504084899999995,Vacarellos,-34.5757050640675,-58.50660978162748,Coffee Shop
Villa Devoto,-34.6009939,-58.515516399999996,Rapa Nui,-34.599217576554054,-58.51394748174613,Chocolate Shop
Villa Devoto,-34.6009939,-58.515516399999996,Mecha Fuego Porteño,-34.600994,-58.512025,Steakhouse
Villa Devoto,-34.6009939,-58.515516399999996,Plaza Arenales (Plaza Devoto),-34.59946134195846,-58.51228237152099,Plaza
Villa Devoto,-34.6009939,-58.515516399999996,Ritratto,-34.6018584289283,-58.51329432471397,Italian Restaurant
Villa Devoto,-34.6009939,-58.515516399999996,Green Factory,-34.598673597936696,-58.51818160219331,Vegetarian / Vegan Restaurant
Villa Devoto,-34.6009939,-58.515516399999996,Monte Olivia,-34.600808791820036,-58.512448884828636,Ice Cream Shop
Villa Devoto,-34.6009939,-58.515516399999996,Lucciano's,-34.60108920586808,-58.51255012105092,Ice Cream Shop
Villa Devoto,-34.6009939,-58.515516399999996,Alicia de Luca,-34.60142608422056,-58.51191042434305,Bistro
Villa Devoto,-34.6009939,-58.515516399999996,Tiempo de Sabores,-34.60094483046431,-58.511125818698225,Bistro
Villa Devoto,-34.6009939,-58.515516399999996,Milena,-34.60047252565599,-58.5119605064392,Grocery Store
Villa Devoto,-34.6009939,-58.515516399999996,Hendrix Cervecería,-34.60104125587745,-58.513047471642494,Beer Bar
Villa Devoto,-34.6009939,-58.515516399999996,Burger 54,-34.60043752557635,-58.51216362532132,Burger Joint
Villa Devoto,-34.6009939,-58.515516399999996,Bar Pintón,-34.601017,-58.512035,Beer Bar
Villa Devoto,-34.6009939,-58.515516399999996,Farmacia Fittipaldi,-34.60110748537509,-58.51257779860104,Pharmacy
Villa Devoto,-34.6009939,-58.515516399999996,Havanna,-34.60181238072876,-58.51262543828212,Café
Villa Devoto,-34.6009939,-58.515516399999996,Brunette,-34.60191419330443,-58.51280574350997,Coffee Shop
Villa Devoto,-34.6009939,-58.515516399999996,Circulo Villa Devoto,-34.602063307075696,-58.511598042413475,Argentinian Restaurant
Villa Devoto,-34.6009939,-58.515516399999996,Megagimnasio GEVD,-34.59868873020019,-58.514387793848115,Gym
Villa Devoto,-34.6009939,-58.515516399999996,Delon - Panes & Deli,-34.600275936071974,-58.51159277562838,Coffee Shop
Villa Devoto,-34.6009939,-58.515516399999996,Café Martínez,-34.60089827700769,-58.51251039670812,Café
Villa Devoto,-34.6009939,-58.515516399999996,La Wafflería,-34.600979216787,-58.51221263408661,Bagel Shop
Villa Devoto,-34.6009939,-58.515516399999996,Café de la Plaza Bistro,-34.59962401481622,-58.5105641154867,Diner
Villa Devoto,-34.6009939,-58.515516399999996,Taco Box,-34.601156,-58.513124,Taco Place
Villa Devoto,-34.6009939,-58.515516399999996,Ateneo Félix B. Marino,-34.60237547130912,-58.520169340442926,Gym / Fitness Center
Villa Devoto,-34.6009939,-58.515516399999996,Peter's Hot Dogs,-34.60017789185251,-58.511834435627364,Hot Dog Joint
Villa Devoto,-34.6009939,-58.515516399999996,Caffé del Doge,-34.601961291874346,-58.51322838330341,Café
Villa Devoto,-34.6009939,-58.515516399999996,Pablos Restorán Bar,-34.600624,-58.512302,Restaurant
Villa Devoto,-34.6009939,-58.515516399999996,Antares,-34.60063943603052,-58.511292636394494,Beer Bar
Villa Devoto,-34.6009939,-58.515516399999996,Gran Galería Devoto,-34.60157002589098,-58.512616100042145,Shopping Mall
Villa Devoto,-34.6009939,-58.515516399999996,Stylo Café,-34.60153489777069,-58.51263115084053,Coffee Shop
Villa Devoto,-34.6009939,-58.515516399999996,Casa Lucca,-34.60160897119593,-58.51258262259614,Italian Restaurant
Villa Devoto,-34.6009939,-58.515516399999996,Estación Devoto [Línea San Martín],-34.602727774227915,-58.51268935326839,Train Station
Villa Devoto,-34.6009939,-58.515516399999996,Kentucky,-34.60069984841145,-58.512512551248165,Pizza Place
Villa Devoto,-34.6009939,-58.515516399999996,Super Servicio,-34.600946321911984,-58.520576406311534,Convenience Store
Villa Devoto,-34.6009939,-58.515516399999996,Kisei,-34.59857069575995,-58.518417830805525,Japanese Restaurant
Villa Devoto,-34.6009939,-58.515516399999996,Nucha,-34.599014,-58.510874,Coffee Shop
Villa Devoto,-34.6009939,-58.515516399999996,Misión Plaza,-34.600454518881214,-58.511909974584704,Restaurant
Villa Devoto,-34.6009939,-58.515516399999996,Segurola y Habana,-34.6009449334774,-58.52058490954027,Intersection
Villa Devoto,-34.6009939,-58.515516399999996,Club Fenix,-34.600249072720466,-58.52081889721068,Athletics & Sports
Liniers,-34.642403,-58.5201245,Heladería El Ciervo,-34.64044636089735,-58.5249102115631,Ice Cream Shop
Liniers,-34.642403,-58.5201245,Lisandro,-34.64018189114543,-58.521129707116955,Argentinian Restaurant
Liniers,-34.642403,-58.5201245,Parada Línea 117,-34.64373562165637,-58.52194053012644,Bus Stop
Liniers,-34.642403,-58.5201245,Plaza Sarmiento,-34.64514308426192,-58.52343767881393,Plaza
Liniers,-34.642403,-58.5201245,Dia %,-34.639193565522774,-58.51712373889348,Grocery Store
Liniers,-34.642403,-58.5201245,Mvseo Rock,-34.63886907271837,-58.51919710636139,Rock Club
Versalles,-34.628928,-58.52329870000001,A Fuego Lento,-34.626092785623534,-58.520454584523094,Argentinian Restaurant
Versalles,-34.628928,-58.52329870000001,Plaza Ciudad de Banff,-34.628515822841166,-58.52082252502441,Plaza
Versalles,-34.628928,-58.52329870000001,La Fábrica,-34.63145913301263,-58.520890710432674,Soccer Field
Versalles,-34.628928,-58.52329870000001,Ateneo popular de Versailles,-34.62638392638595,-58.5243482200005,Gym / Fitness Center
Versalles,-34.628928,-58.52329870000001,Carrefour Express,-34.62761590137688,-58.52438646020859,Market
Versalles,-34.628928,-58.52329870000001,Kangoo Pet,-34.62835786666667,-58.522919300000005,Veterinarian
Versalles,-34.628928,-58.52329870000001,Placita De Los Bomberos,-34.62886590608087,-58.522807811312084,Park
Versalles,-34.628928,-58.52329870000001,Supermercado Chino Guang Hui,-34.6283649280245,-58.524174484894154,Grocery Store
Versalles,-34.628928,-58.52329870000001,Easy,-34.63136956858265,-58.52000161857673,Hardware Store
Versalles,-34.628928,-58.52329870000001,Parada 108 Y 47,-34.626584901192565,-58.52291379766285,Bus Station
Versalles,-34.628928,-58.52329870000001,Avellino,-34.62516093003115,-58.52594281722689,Pizza Place
Versalles,-34.628928,-58.52329870000001,Carrefour,-34.63324696688066,-58.521926454910314,Supermarket
Puerto Madero,-34.6103764,-58.3622067,Alvear Icon,-34.610552779894036,-58.361740708351135,Hotel
Puerto Madero,-34.6103764,-58.3622067,Osaka,-34.61110072223808,-58.36242275371637,Japanese Restaurant
Puerto Madero,-34.6103764,-58.3622067,Crystal Bar,-34.61055920430053,-58.36165718965531,Hotel Bar
Puerto Madero,-34.6103764,-58.3622067,Plaza de la Mujer,-34.60944017065128,-58.362797498702996,Athletics & Sports
Puerto Madero,-34.6103764,-58.3622067,Ol'days (Coffee and Deli),-34.6112015185091,-58.3634710677855,Coffee Shop
